Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
0.504,0.236,0.0,-11.326,1.0,0.0609,0.966,3.76e-06,0.103,0.241,81.722,alternativeamericana
0.613,0.317,2.0,-10.63,1.0,0.0297,0.557,9.65e-06,0.0958,0.264,129.975,alternativeamericana
0.426,0.874,0.0,-4.18,1.0,0.0695,0.22,0.0,0.0947,0.843,107.26,alternativeamericana
0.52,0.401,2.0,-9.157,1.0,0.037,0.662,0.0,0.118,0.224,144.624,alternativeamericana
0.302,0.191,2.0,-15.166,1.0,0.0318,0.741,9.6e-05,0.11,0.0703,75.704,alternativeamericana
0.586,0.417,7.0,-10.953,1.0,0.0282,0.772,0.00519,0.0798,0.398,115.864,alternativeamericana
0.427,0.262,7.0,-8.541,1.0,0.0276,0.746,0.0,0.068,0.228,104.085,alternativeamericana
0.591,0.41,9.0,-8.762,0.0,0.0229,0.599,0.000346,0.189,0.308,96.003,alternativeamericana
0.784,0.506,3.0,-5.243,0.0,0.0403,0.571,0.0,0.139,0.545,120.141,alternativeamericana
0.613,0.724,9.0,-4.798,0.0,0.0305,0.0136,0.0,0.12,0.626,110.076,alternativeamericana
0.531,0.707,9.0,-4.653,1.0,0.03,0.0367,0.0,0.0705,0.826,122.423,alternativeamericana
0.266,0.906,9.0,-4.615,1.0,0.0389,0.125,0.0182,0.0794,0.622,191.182,alternativeamericana
0.615,0.453,2.0,-9.157,1.0,0.0332,0.42,0.0221,0.128,0.491,76.979,alternativeamericana
0.582,0.825,7.0,-6.184,0.0,0.0308,0.00262,0.000121,0.0754,0.556,120.024,alternativeamericana
0.618,0.771,9.0,-7.275,1.0,0.0326,0.0716,0.0297,0.379,0.536,132.497,alternativeamericana
0.62,0.723,2.0,-9.059,1.0,0.0991,0.0884,2.76e-05,0.045,0.966,174.146,alternativeamericana
0.569,0.626,9.0,-7.021,1.0,0.0353,0.0236,0.67,0.0934,0.482,178.03,alternativeamericana
0.503,0.766,9.0,-3.408,0.0,0.0272,0.00102,0.00821,0.105,0.569,99.824,alternativeamericana
0.6,0.518,0.0,-10.777,1.0,0.0268,0.534,0.087,0.0622,0.496,140.079,alternativeamericana
0.558,0.471,5.0,-11.706,1.0,0.0345,0.888,0.126,0.126,0.626,121.245,alternativeamericana
0.603,0.756,6.0,-7.812,0.0,0.0319,0.0733,0.000214,0.0998,0.389,128.571,alternativeamericana
0.536,0.583,10.0,-7.237,0.0,0.0325,0.0996,4.49e-05,0.162,0.466,118.1,alternativeamericana
0.716,0.745,5.0,-4.748,1.0,0.0433,0.0872,0.0,0.127,0.507,89.006,alternativeamericana
0.556,0.962,10.0,-3.997,0.0,0.0519,0.0299,0.877,0.258,0.699,124.988,alternativeamericana
0.638,0.794,0.0,-6.448,1.0,0.037,0.0322,0.00452,0.514,0.331,97.538,alternativeamericana
0.588,0.582,8.0,-10.219,1.0,0.0361,0.119,0.00224,0.0732,0.709,154.915,alternativeamericana
0.437,0.75,8.0,-10.035,1.0,0.0346,0.000141,0.507,0.663,0.539,112.006,alternativeamericana
0.406,0.885,11.0,-5.277,0.0,0.0675,0.0803,0.0314,0.0905,0.534,153.998,alternativeamericana
0.527,0.919,0.0,-5.972,1.0,0.0559,0.00641,0.0,0.175,0.767,149.996,alternativeamericana
0.507,0.461,9.0,-7.65,0.0,0.0301,0.387,2.74e-05,0.117,0.357,140.108,alternativeamericana
0.757,0.542,9.0,-12.38,0.0,0.0315,0.0326,0.538,0.139,0.717,134.967,alternativeamericana
0.351,0.434,6.0,-8.455,1.0,0.0362,0.629,0.0057,0.136,0.41,95.825,alternativeamericana
0.419,0.866,10.0,-3.189,0.0,0.0342,0.0493,0.344,0.14,0.838,149.897,alternativeamericana
0.606,0.755,9.0,-5.617,1.0,0.0282,0.105,0.000847,0.0925,0.791,129.011,alternativeamericana
0.426,0.887,0.0,-5.868,1.0,0.0303,0.0637,0.0832,0.213,0.495,161.387,alternativeamericana
0.487,0.952,6.0,-5.136,0.0,0.0381,0.00905,0.757,0.0716,0.962,157.077,alternativeamericana
0.489,0.641,0.0,-6.786,1.0,0.043,0.312,0.00107,0.226,0.0905,110.973,alternativeamericana
0.553,0.798,7.0,-5.615,1.0,0.0486,0.2,4.29e-05,0.0629,0.603,154.949,alternativeamericana
0.574,0.69,11.0,-5.938,0.0,0.0388,8.85e-05,1.86e-05,0.0846,0.577,128.556,alternativeamericana
0.469,0.823,4.0,-6.109,1.0,0.0362,0.00149,0.00544,0.218,0.77,154.557,alternativeamericana
0.631,0.886,8.0,-5.587,0.0,0.14,0.0235,0.000106,0.0619,0.677,87.897,alternativeamericana
0.562,0.839,0.0,-7.348,1.0,0.0285,0.0432,0.00613,0.377,0.899,123.196,alternativeamericana
0.634,0.599,2.0,-5.447,1.0,0.0365,0.0288,0.0,0.197,0.312,112.215,alternativeamericana
0.527,0.874,7.0,-6.591,1.0,0.0312,0.0178,2.3e-05,0.251,0.581,120.021,alternativeamericana
0.493,0.924,1.0,-6.425,0.0,0.0626,0.00197,0.117,0.648,0.421,91.085,alternativeamericana
0.368,0.7,0.0,-6.648,1.0,0.0364,0.0349,8.75e-05,0.214,0.251,121.255,alternativeamericana
0.688,0.593,9.0,-8.731,1.0,0.0457,0.0109,0.556,0.083,0.767,91.952,alternativeamericana
0.809,0.598,11.0,-7.792,0.0,0.0351,0.161,0.000346,0.0714,0.635,109.999,alternativeamericana
0.664,0.788,2.0,-12.323,1.0,0.0294,0.0451,0.0416,0.117,0.869,124.51,alternativeamericana
0.374,0.303,7.0,-11.363,1.0,0.0316,0.816,0.0,0.0987,0.646,185.11,alternativeamericana
0.632,0.647,7.0,-8.449,1.0,0.0325,0.00189,0.0452,0.113,0.929,123.06,alternativeamericana
0.439,0.837,9.0,-11.548,1.0,0.0336,0.0808,0.0024,0.115,0.511,151.994,alternativeamericana
0.565,0.646,0.0,-6.248,1.0,0.0335,0.182,0.0,0.0787,0.577,137.289,alternativeamericana
0.331,0.885,9.0,-6.606,1.0,0.0924,0.205,0.0,0.123,0.589,175.294,alternativeamericana
0.176,0.917,6.0,-4.884,0.0,0.0635,0.000151,0.0728,0.235,0.325,168.197,alternativeamericana
0.619,0.836,0.0,-6.14,1.0,0.0418,0.07,0.00752,0.125,0.347,105.947,alternativeamericana
0.591,0.779,7.0,-8.174,1.0,0.239,0.176,0.00233,0.201,0.421,90.03,alternativeamericana
0.509,0.902,11.0,-6.737,1.0,0.0717,0.0134,0.0,0.299,0.336,92.267,alternativeamericana
0.569,0.844,11.0,-6.159,0.0,0.031,0.0865,0.000467,0.1,0.6,105.039,alternativeamericana
0.525,0.775,0.0,-8.056,1.0,0.0908,0.005,0.231,0.13,0.683,192.053,alternativeamericana
0.635,0.621,6.0,-6.019,0.0,0.0277,0.000784,0.0119,0.121,0.279,117.96,alternativeamericana
0.586,0.605,6.0,-7.597,1.0,0.0242,0.306,0.863,0.119,0.379,95.99,alternativeamericana
0.542,0.804,0.0,-5.643,0.0,0.0311,0.0878,0.0657,0.0766,0.967,147.918,alternativeamericana
0.552,0.646,6.0,-7.483,1.0,0.0301,0.181,1.79e-06,0.111,0.747,147.486,alternativeamericana
0.423,0.476,5.0,-7.68,0.0,0.0294,0.361,0.106,0.115,0.526,134.991,alternativeamericana
0.431,0.639,11.0,-9.07,0.0,0.034,0.254,0.352,0.0856,0.428,85.404,alternativeamericana
0.557,0.849,4.0,-5.056,0.0,0.0355,0.357,0.000119,0.206,0.856,133.948,alternativeamericana
0.762,0.723,9.0,-5.794,1.0,0.0495,0.232,6.9e-06,0.326,0.917,118.423,alternativeamericana
0.455,0.812,4.0,-4.388,1.0,0.0293,0.000304,0.323,0.603,0.599,131.933,alternativeamericana
0.472,0.875,4.0,-5.024,0.0,0.0446,0.00345,0.00576,0.128,0.461,136.064,alternativeamericana
0.625,0.471,8.0,-8.46,1.0,0.0348,0.571,3.22e-05,0.107,0.171,134.079,alternativeamericana
0.602,0.881,1.0,-5.875,0.0,0.0443,0.00462,0.0266,0.111,0.577,125.012,alternativeamericana
0.379,0.922,9.0,-6.714,1.0,0.0345,0.163,0.835,0.215,0.884,150.205,alternativeamericana
0.67,0.88,10.0,-5.919,1.0,0.0279,0.0566,0.0949,0.109,0.856,133.188,alternativeamericana
0.39,0.834,9.0,-6.367,1.0,0.0444,0.0554,0.18,0.103,0.684,157.077,alternativeamericana
0.762,0.753,11.0,-8.981,0.0,0.0366,0.182,0.00407,0.234,0.902,101.995,alternativeamericana
0.522,0.746,8.0,-6.999,1.0,0.0422,0.0594,0.00103,0.257,0.404,102.093,alternativeamericana
0.72,0.955,8.0,-4.615,1.0,0.0593,0.283,0.000126,0.0504,0.788,92.704,alternativeamericana
0.589,0.581,9.0,-11.608,1.0,0.0306,0.0162,0.0145,0.128,0.834,122.576,alternativeamericana
0.408,0.865,0.0,-5.829,1.0,0.0475,0.0019,0.00408,0.0875,0.407,136.046,alternativeamericana
0.46,0.846,0.0,-5.622,0.0,0.0536,0.00053,0.325,0.161,0.488,127.991,alternativeamericana
0.322,0.925,9.0,-6.251,0.0,0.0852,0.0012,1.51e-06,0.269,0.738,183.355,alternativeamericana
0.609,0.798,5.0,-4.448,0.0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,alternativeamericana
0.65,0.729,4.0,-8.641,1.0,0.0434,0.37,0.544,0.323,0.752,103.706,alternativeamericana
0.325,0.573,1.0,-7.186,0.0,0.0279,0.0303,0.0001,0.305,0.269,153.083,alternativeamericana
0.398,0.847,9.0,-3.591,1.0,0.0319,0.000926,0.0381,0.071,0.815,153.856,alternativeamericana
0.533,0.761,7.0,-10.632,1.0,0.0298,0.013,0.829,0.207,0.917,122.777,alternativeamericana
0.477,0.678,4.0,-6.27,1.0,0.0279,0.0829,2.91e-05,0.382,0.752,138.215,alternativeamericana
0.636,0.626,7.0,-9.771,1.0,0.038,0.816,0.313,0.0843,0.761,175.955,alternativeamericana
0.881,0.67,6.0,-7.406,1.0,0.0308,0.43,0.00169,0.0939,0.963,123.989,alternativeamericana
0.661,0.932,4.0,-5.092,1.0,0.0659,0.186,0.000378,0.0789,0.379,101.012,alternativeamericana
0.544,0.869,0.0,-6.371,0.0,0.032,0.00609,0.541,0.351,0.368,141.999,alternativeamericana
0.506,0.9,8.0,-4.228,0.0,0.0358,0.279,0.48,0.135,0.639,155.055,alternativeamericana
0.488,0.891,11.0,-5.468,0.0,0.0543,0.0482,0.0135,0.106,0.659,175.305,alternativeamericana
0.803,0.47,6.0,-7.232,0.0,0.0387,0.587,0.091,0.0723,0.887,121.226,alternativeamericana
0.537,0.712,5.0,-5.597,1.0,0.0286,0.289,0.00568,0.08,0.704,159.871,alternativeamericana
0.49,0.814,9.0,-6.212,0.0,0.0468,0.00155,0.0286,0.116,0.113,118.016,alternativeamericana
0.752,0.591,11.0,-8.925,0.0,0.0338,0.0891,0.0322,0.109,0.602,116.037,alternativeamericana
0.529,0.828,10.0,-10.981,1.0,0.0459,0.128,3.63e-06,0.187,0.861,95.964,alternativeamericana
0.592,0.8,7.0,-6.086,1.0,0.0286,0.0225,6.79e-05,0.166,0.839,138.761,alternativeamericana
0.581,0.604,10.0,-9.303,0.0,0.0256,0.0163,0.0321,0.106,0.208,96.97,alternativeamericana
0.414,0.187,7.0,-13.253,1.0,0.0326,0.964,0.0183,0.109,0.276,127.323,alternativeamericana
0.535,0.766,2.0,-5.799,1.0,0.0786,0.444,0.0621,0.0615,0.625,151.96,alternativeamericana
0.547,0.848,2.0,-5.622,1.0,0.068,0.00594,0.0,0.0743,0.393,128.987,alternativeamericana
0.67,0.609,7.0,-10.088,1.0,0.0333,0.749,6.74e-05,0.227,0.573,127.463,alternativeamericana
0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,alternativeamericana
0.567,0.607,7.0,-8.435,1.0,0.031,0.03,0.721,0.104,0.344,116.345,alternativeamericana
0.543,0.311,5.0,-10.018,0.0,0.0361,0.857,0.000684,0.0983,0.134,126.86,alternativeamericana
0.51,0.223,1.0,-15.863,1.0,0.0299,0.892,0.344,0.128,0.387,169.912,alternativeamericana
0.468,0.774,6.0,-7.66,0.0,0.0302,0.00309,1.09e-05,0.0999,0.374,80.004,alternativeamericana
0.578,0.729,1.0,-9.009,0.0,0.0372,0.0027,0.00027,0.0658,0.262,140.046,alternativeamericana
0.513,0.591,3.0,-9.014,0.0,0.039,0.551,5.41e-05,0.0975,0.534,127.292,alternativeamericana
0.508,0.957,5.0,-5.243,0.0,0.101,0.0782,0.000565,0.132,0.419,134.004,alternativeamericana
0.611,0.562,4.0,-9.006,0.0,0.0292,0.0541,0.293,0.157,0.308,115.001,alternativeamericana
0.56,0.613,9.0,-8.756,1.0,0.0275,0.118,0.00429,0.226,0.505,124.01,alternativeamericana
0.602,0.655,11.0,-10.723,0.0,0.0295,0.0526,0.472,0.0898,0.517,110.195,alternativeamericana
0.556,0.537,2.0,-7.74,1.0,0.0293,0.0499,9.06e-06,0.166,0.521,89.404,alternativeamericana
0.602,0.748,3.0,-8.937,1.0,0.0411,0.0426,0.434,0.106,0.767,115.969,alternativeamericana
0.661,0.72,1.0,-7.37,1.0,0.0515,0.152,0.000272,0.166,0.366,114.92,alternativeamericana
0.413,0.218,9.0,-14.89,0.0,0.034,0.945,0.047,0.103,0.121,129.186,alternativeamericana
0.601,0.494,9.0,-12.417,0.0,0.0283,0.637,0.681,0.073,0.237,130.991,alternativeamericana
0.578,0.851,0.0,-4.468,1.0,0.061,0.00363,0.00116,0.365,0.293,129.998,alternativeamericana
0.453,0.445,9.0,-7.702,1.0,0.0266,0.151,0.000184,0.108,0.12,71.967,alternativeamericana
0.374,0.183,9.0,-13.225,1.0,0.0281,0.897,0.0387,0.109,0.134,82.042,alternativeamericana
0.277,0.291,11.0,-9.851,0.0,0.0306,0.901,2.47e-05,0.103,0.175,75.119,alternativeamericana
0.589,0.669,0.0,-4.835,1.0,0.0253,0.0505,0.0,0.131,0.421,92.06,alternativeamericana
0.487,0.498,2.0,-9.091,0.0,0.0433,0.014,0.00608,0.115,0.39,110.675,alternativeamericana
0.474,0.583,7.0,-7.488,1.0,0.0278,0.509,0.0,0.25,0.367,146.007,alternativeamericana
0.281,0.415,9.0,-11.061,0.0,0.036,0.182,0.0902,0.122,0.104,135.042,alternativeamericana
0.473,0.825,0.0,-4.773,1.0,0.0361,0.05,0.0,0.568,0.414,124.009,alternativeamericana
0.66,0.394,2.0,-11.04,1.0,0.0319,0.714,7.42e-06,0.109,0.323,105.947,alternativeamericana
0.593,0.5,1.0,-8.532,1.0,0.029,0.707,1.24e-05,0.0837,0.465,117.996,alternativeamericana
0.733,0.59,2.0,-9.421,1.0,0.0642,0.205,0.0464,0.11,0.597,129.988,alternativeamericana
0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,alternativeamericana
0.568,0.413,5.0,-11.06,1.0,0.0246,0.857,0.0118,0.119,0.211,93.991,alternativeamericana
0.619,0.952,10.0,-4.471,1.0,0.0297,0.0103,0.0,0.14,0.786,101.991,alternativeamericana
0.405,0.64,4.0,-6.374,0.0,0.144,0.0185,0.0,0.103,0.265,169.913,alternativeamericana
0.413,0.377,7.0,-12.85,1.0,0.0311,0.777,0.0268,0.126,0.211,129.051,alternativeamericana
0.53,0.593,4.0,-5.949,0.0,0.029,0.0179,0.00167,0.0944,0.166,150.027,alternativeamericana
0.523,0.468,5.0,-9.477,0.0,0.0905,0.767,2.27e-06,0.367,0.202,148.036,alternativeamericana
0.584,0.393,8.0,-8.049,1.0,0.0286,0.781,4.34e-06,0.11,0.087,120.042,alternativeamericana
0.51,0.208,11.0,-15.04,1.0,0.0282,0.899,0.00315,0.115,0.195,137.447,alternativeamericana
0.428,0.064,1.0,-14.42,1.0,0.0374,0.929,0.0,0.0859,0.108,142.436,alternativeamericana
0.474,0.665,6.0,-6.886,1.0,0.0307,0.00285,0.0249,0.106,0.226,113.972,alternativeamericana
0.317,0.239,3.0,-9.42,0.0,0.032,0.805,0.0,0.0671,0.367,65.688,alternativeamericana
0.46,0.521,5.0,-7.438,0.0,0.0284,0.0127,2.48e-06,0.104,0.115,77.974,alternativeamericana
0.535,0.67,2.0,-5.165,1.0,0.0326,0.00193,1.33e-05,0.114,0.419,97.074,alternativeamericana
0.675,0.409,0.0,-10.707,0.0,0.0423,0.294,0.000596,0.119,0.308,79.954,alternativeamericana
0.566,0.739,8.0,-8.165,1.0,0.0273,0.186,0.000117,0.252,0.743,128.961,alternativeamericana
0.295,0.717,1.0,-7.537,1.0,0.0386,0.00691,1.05e-06,0.101,0.228,116.95,alternativeamericana
0.626,0.668,7.0,-7.413,1.0,0.0343,0.2,0.000332,0.115,0.174,119.037,alternativeamericana
0.613,0.733,2.0,-8.815,1.0,0.0337,0.396,5.79e-06,0.115,0.701,126.988,alternativeamericana
0.259,0.659,9.0,-5.885,1.0,0.0583,0.568,0.0,0.167,0.326,188.14,alternativeamericana
0.433,0.477,5.0,-8.756,1.0,0.0342,0.342,1.82e-06,0.101,0.164,106.576,alternativeamericana
0.611,0.439,7.0,-10.406,1.0,0.0287,0.503,1.68e-06,0.102,0.413,92.579,alternativeamericana
0.553,0.463,5.0,-9.811,1.0,0.0275,0.404,1.85e-06,0.103,0.0778,106.008,alternativeamericana
0.557,0.299,0.0,-10.634,1.0,0.0266,0.624,0.0308,0.0914,0.297,90.081,alternativeamericana
0.52,0.401,2.0,-9.157,1.0,0.037,0.662,0.0,0.118,0.224,144.624,alternativeamericana
0.602,0.744,2.0,-6.352,1.0,0.0319,0.0485,1.43e-06,0.111,0.645,116.905,alternativeamericana
0.524,0.367,4.0,-9.512,1.0,0.0346,0.225,0.000429,0.174,0.188,143.976,alternativeamericana
0.494,0.375,11.0,-13.488,0.0,0.0476,0.754,3.06e-05,0.085,0.104,183.117,alternativeamericana
0.372,0.582,7.0,-7.243,0.0,0.0553,0.462,0.0118,0.127,0.0955,126.166,alternativeamericana
0.546,0.663,0.0,-7.542,0.0,0.0267,0.419,0.0419,0.117,0.415,74.491,alternativeamericana
0.581,0.75,0.0,-7.211,1.0,0.0304,0.00208,0.000442,0.109,0.325,132.195,alternativeamericana
0.477,0.235,0.0,-14.38,1.0,0.0571,0.84,0.00043,0.196,0.0886,131.441,alternativeamericana
0.28,0.317,7.0,-12.433,0.0,0.0468,0.877,0.00714,0.108,0.237,186.644,alternativeamericana
0.318,0.0657,1.0,-17.945,1.0,0.0371,0.934,0.0889,0.116,0.166,72.505,alternativeamericana
0.529,0.787,2.0,-5.981,1.0,0.0367,0.0902,1.83e-05,0.126,0.275,124.006,alternativeamericana
0.699,0.564,8.0,-14.724,1.0,0.0428,0.0404,0.0176,0.114,0.515,100.015,alternativeamericana
0.463,0.595,4.0,-5.251,0.0,0.0332,0.176,9.11e-06,0.174,0.108,59.977,alternativeamericana
0.381,0.606,9.0,-7.912,0.0,0.0411,0.172,0.0481,0.0888,0.231,146.022,alternativeamericana
0.721,0.22,6.0,-12.308,1.0,0.0516,0.837,0.0,0.116,0.429,108.153,alternativeamericana
0.384,0.425,7.0,-9.0,1.0,0.0286,0.238,4.28e-05,0.11,0.0628,159.927,alternativeamericana
0.329,0.14,2.0,-14.971,1.0,0.0406,0.86,0.0201,0.101,0.17,118.165,alternativeamericana
0.53,0.609,11.0,-6.407,0.0,0.0378,0.0404,2.09e-06,0.108,0.436,141.855,alternativeamericana
0.301,0.492,5.0,-8.307,0.0,0.0483,0.011,0.0454,0.172,0.138,142.677,alternativeamericana
0.523,0.422,3.0,-10.385,0.0,0.027,0.783,0.00514,0.0898,0.145,129.876,alternativeamericana
0.519,0.371,7.0,-9.995,1.0,0.0282,0.962,0.00584,0.106,0.181,127.038,alternativeamericana
0.571,0.647,10.0,-4.275,1.0,0.0278,0.049,0.0,0.0892,0.288,118.035,alternativeamericana
0.458,0.347,6.0,-14.41,1.0,0.0306,0.923,0.00983,0.105,0.37,129.156,alternativeamericana
0.522,0.495,6.0,-6.039,0.0,0.0298,0.225,0.00035,0.107,0.31,67.999,alternativeamericana
0.516,0.906,1.0,-4.525,1.0,0.0658,2.86e-05,0.000101,0.105,0.728,116.775,alternativeamericana
0.595,0.717,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.108,0.547,88.969,alternativeamericana
0.67,0.753,1.0,-5.058,0.0,0.0383,0.0208,2.71e-06,0.266,0.555,90.389,alternativeamericana
0.501,0.889,4.0,-5.175,1.0,0.0364,0.000147,0.0114,0.217,0.257,133.519,alternativeamericana
0.299,0.613,7.0,-9.012,1.0,0.0347,0.0163,0.00359,0.368,0.306,166.96,alternativeamericana
0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.0071,0.0754,0.918,129.804,alternativeamericana
0.7,0.686,9.0,-10.338,0.0,0.0279,0.0943,1.93e-06,0.0847,0.815,125.412,alternativeamericana
0.511,0.536,0.0,-8.661,1.0,0.0302,0.256,0.00265,0.122,0.357,90.358,alternativeamericana
0.66,0.831,4.0,-8.195,1.0,0.0557,0.204,0.0,0.736,0.43,105.32,alternativeamericana
0.372,0.865,2.0,-4.918,1.0,0.0381,0.000453,0.0,0.234,0.478,174.53,alternativeamericana
0.526,0.762,0.0,-12.437,0.0,0.0342,0.000972,0.000116,0.338,0.505,136.203,alternativeamericana
0.543,0.912,7.0,-10.71,1.0,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,alternativeamericana
0.54,0.423,6.0,-8.799,1.0,0.0283,0.294,0.0884,0.152,0.353,150.135,alternativeamericana
0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341,alternativeamericana
0.702,0.539,2.0,-8.968,1.0,0.0277,0.000655,0.005,0.0618,0.752,107.531,alternativeamericana
0.389,0.889,9.0,-6.546,1.0,0.0442,0.0415,0.0,0.463,0.524,171.121,alternativeamericana
0.663,0.838,0.0,-5.744,0.0,0.0286,0.2,0.000177,0.0782,0.752,112.788,alternativeamericana
0.389,0.476,9.0,-9.342,1.0,0.0316,0.619,5.09e-05,0.255,0.566,148.117,alternativeamericana
0.741,0.894,4.0,-3.826,1.0,0.0495,0.0824,0.0527,0.089,0.96,114.869,alternativeamericana
0.619,0.67,11.0,-10.319,0.0,0.0353,0.00165,0.0109,0.331,0.777,129.267,alternativeamericana
0.346,0.765,8.0,-8.558,1.0,0.0413,0.00229,7.54e-06,0.213,0.644,106.463,alternativeamericana
0.423,0.954,7.0,-3.157,0.0,0.047,0.0021,0.0,0.177,0.5,144.553,alternativeamericana
0.505,0.825,4.0,-5.721,0.0,0.0401,0.000182,0.000948,0.0855,0.541,119.987,alternativeamericana
0.515,0.705,0.0,-7.055,0.0,0.0333,0.224,1.33e-05,0.17,0.532,76.078,alternativeamericana
0.536,0.932,8.0,-4.11,1.0,0.0436,0.00483,2.02e-05,0.105,0.755,121.004,alternativeamericana
0.412,0.882,11.0,-5.54,0.0,0.0369,5.96e-05,0.00031,0.0805,0.356,158.066,alternativeamericana
0.298,0.825,2.0,-8.053,1.0,0.0408,0.00541,1.46e-05,0.44,0.54,75.592,alternativeamericana
0.577,0.828,6.0,-8.691,0.0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,alternativeamericana
0.532,0.344,7.0,-13.057,1.0,0.035,0.00563,0.000473,0.115,0.126,91.834,alternativeamericana
0.354,0.825,6.0,-5.325,1.0,0.0406,0.000203,6.95e-05,0.0758,0.16,105.495,alternativeamericana
0.488,0.862,0.0,-7.595,1.0,0.0476,0.0204,0.0,0.359,0.706,104.56,alternativeamericana
0.442,0.943,3.0,-3.205,1.0,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,alternativeamericana
0.64,0.864,7.0,-6.576,1.0,0.0315,0.00832,0.0,0.123,0.7,102.026,alternativeamericana
0.442,0.893,0.0,-4.878,1.0,0.0505,0.00844,0.0,0.529,0.712,148.119,alternativeamericana
0.557,0.87,1.0,-6.332,1.0,0.125,0.064,1.51e-05,0.208,0.947,104.708,alternativeamericana
0.348,0.88,2.0,-7.366,1.0,0.0978,0.128,0.0,0.357,0.606,101.185,alternativeamericana
0.575,0.886,5.0,-5.182,1.0,0.034,0.0647,0.000187,0.709,0.608,96.308,alternativeamericana
0.58,0.814,0.0,-6.582,1.0,0.0363,0.173,1.8e-06,0.246,0.722,141.606,alternativeamericana
0.82,0.528,9.0,-11.179,1.0,0.0321,0.111,0.0186,0.257,0.931,120.091,alternativeamericana
0.614,0.617,6.0,-10.417,0.0,0.12,0.0325,0.000116,0.289,0.788,170.84,alternativeamericana
0.638,0.583,9.0,-7.715,1.0,0.0278,0.0653,2.19e-06,0.152,0.935,111.84,alternativeamericana
0.416,0.53,7.0,-8.182,1.0,0.0255,0.161,1.34e-06,0.108,0.379,102.029,alternativeamericana
0.303,0.319,2.0,-10.435,1.0,0.0282,0.65,0.0306,0.114,0.178,188.348,alternativeamericana
0.481,0.865,7.0,-5.498,1.0,0.0283,0.0204,1.24e-06,0.17,0.241,92.086,alternativeamericana
0.765,0.788,3.0,-9.896,1.0,0.0332,0.0166,0.588,0.0513,0.964,126.879,alternativeamericana
0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,alternativeamericana
0.324,0.938,6.0,-7.332,0.0,0.102,0.032,0.0321,0.0961,0.543,168.131,alternativeamericana
0.463,0.749,11.0,-8.118,0.0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,alternativeamericana
0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,alternativeamericana
0.197,0.629,11.0,-9.291,1.0,0.03,0.0165,0.279,0.125,0.221,79.495,alternativeamericana
0.605,0.636,0.0,-4.977,1.0,0.0309,0.0237,0.0744,0.334,0.56,89.004,alternativeamericana
0.733,0.581,1.0,-6.79,0.0,0.0368,0.639,0.00464,0.116,0.736,116.006,alternativeamericana
0.433,0.62,2.0,-5.399,1.0,0.0382,0.0832,0.00908,0.229,0.306,142.001,alternativeamericana
0.505,0.932,6.0,-2.894,0.0,0.0413,0.00114,0.000179,0.138,0.479,120.006,alternativeamericana
0.714,0.653,0.0,-7.353,1.0,0.0834,0.161,0.0,0.1,0.854,80.021,alternativeamericana
0.509,0.769,11.0,-7.527,1.0,0.0315,8.5e-05,0.00363,0.13,0.464,121.439,alternativeamericana
0.234,0.611,9.0,-6.067,1.0,0.0388,0.0124,2.92e-05,0.117,0.42,78.907,alternativeamericana
0.516,0.973,0.0,-1.571,1.0,0.121,0.00345,0.0,0.28,0.586,175.894,alternativeamericana
0.739,0.916,5.0,-2.624,0.0,0.195,0.112,2.5e-06,0.121,0.663,96.411,alternativeamericana
0.77,0.658,2.0,-5.349,1.0,0.0317,0.115,0.0198,0.178,0.649,129.972,alternativeamericana
0.39,0.825,8.0,-5.515,1.0,0.0784,0.0185,2.22e-06,0.0839,0.489,203.855,alternativeamericana
0.395,0.436,2.0,-8.139,0.0,0.0618,0.221,7.04e-05,0.66,0.141,64.035,alternativeamericana
0.544,0.692,6.0,-6.425,1.0,0.0273,0.0268,0.0,0.428,0.756,79.969,alternativeamericana
0.512,0.925,8.0,-4.016,0.0,0.0413,0.0198,3.64e-05,0.124,0.733,135.998,alternativeamericana
0.54,0.915,7.0,-1.497,0.0,0.0472,0.034,0.0882,0.113,0.418,87.991,alternativeamericana
0.793,0.859,0.0,-3.774,1.0,0.0332,0.266,0.000356,0.133,0.964,129.912,alternativeamericana
0.55,0.72,1.0,-4.898,0.0,0.0503,0.00119,5.13e-06,0.108,0.337,124.498,alternativeamericana
0.58,0.651,5.0,-5.466,1.0,0.0386,0.0257,0.0,0.332,0.646,96.476,alternativeamericana
